date,headline,source,url,origin,finbert_neg,finbert_neu,finbert_pos,finbert_score
2026-01-01,Wells Fargo stock ends 2025 lower as banks slip; WFC earnings and key US data ahead,ts2.tech,https://ts2.tech/en/wells-fargo-stock-ends-2025-lower-as-banks-slip-wfc-earnings-and-key-us-data-ahead/,alphavantage,0.9624437689781189,0.02800622582435608,0.009549985639750957,-0.9528937833383679
2026-01-01,"First Hawaiian Inc: Quiet Island Bank, Noisy Market Signals",AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/first-hawaiian-inc-quiet-island-bank-noisy-market-signals/68447050,alphavantage,0.5638809204101562,0.40616485476493835,0.029954301193356514,-0.5339266192167997
2026-01-01,Bank of Nova Scotia stock: Quiet consolidation or value trap in the making?,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/bank-of-nova-scotia-stock-quiet-consolidation-or-value-trap-in-the/68446904,alphavantage,0.24193154275417328,0.7060507535934448,0.05201772600412369,-0.1899138167500496
2026-01-01,"ICICI Bank Ltd: Solid Rally, Subtle Jitters – What The Latest Price Action Really Says",AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/icici-bank-ltd-solid-rally-subtle-jitters-what-the-latest-price/68447447,alphavantage,0.11377506703138351,0.1726274937391281,0.7135974168777466,0.5998223498463631
2026-01-01,The Truth About Zions Bancorp: Is This Regional Bank Stock a Secret Power Play or Just Hype?,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/the-truth-about-zions-bancorp-is-this-regional-bank-stock-a-secret-power/68447887,alphavantage,0.07603844255208969,0.8918604850769043,0.03210105374455452,-0.04393738880753517
2026-01-01,BOK Financial Corp: Regional Bank Quietly Tests Investor Patience As Stock Drifts Sideways,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/bok-financial-corp-regional-bank-quietly-tests-investor-patience-as-stock/68448382,alphavantage,0.9327386021614075,0.02420066110789776,0.04306073114275932,-0.8896778710186481
2026-01-01,"Bank of Hawaii Stock: Quiet Surface, Rising Undercurrents In A Nervous Regional?Bank Trade",AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/bank-of-hawaii-stock-quiet-surface-rising-undercurrents-in-a-nervous/68448643,alphavantage,0.1721002608537674,0.7812641859054565,0.04663551226258278,-0.12546474859118462
2026-04-01,Southside Bancshares Stock: A Steady Regional Banking Play for North American Investors in 2026,AD HOC NEWS,https://www.ad-hoc-news.de/news/ueberblick/southside-bancshares-stock-a-steady-regional-banking-play-for-north/69044385,alphavantage,0.011827741749584675,0.24028976261615753,0.7478824853897095,0.7360547436401248
2026-04-01,Bank of America (NYSE:BAC) Upgraded to Buy at HSBC,MarketBeat,https://www.marketbeat.com/instant-alerts/bank-of-america-nysebac-upgraded-to-buy-at-hsbc-2026-04-01/,alphavantage,0.015020950697362423,0.17447640001773834,0.8105027079582214,0.795481757260859
2026-04-01,First Financial Bancorp Stock: Regional Banking Leader with Strong Fundamentals and Growth Potential,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/first-financial-bancorp-stock-regional-banking-leader-with-strong/69048398,alphavantage,0.008695323951542377,0.06928219646215439,0.9220224022865295,0.9133270783349872
2026-04-01,Community Bank System Stock: A Steady Regional Banking Play for North American Investors Amid Evolving Sector Dynamics,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/community-bank-system-stock-a-steady-regional-banking-play-for-north/69049517,alphavantage,0.009297054260969162,0.14006850123405457,0.8506344556808472,0.841337401419878
2026-04-01,Stellar Bancorp Inc Stock: Regional Banking Leader Focused on Texas Growth and Community Lending,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/stellar-bancorp-inc-stock-regional-banking-leader-focused-on-texas-growth/69050966,alphavantage,0.00899068359285593,0.799094557762146,0.19191472232341766,0.18292403873056173
2026-04-01,Heritage Financial Corp Stock: Regional Banking Stability in the Pacific Northwest,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/heritage-financial-corp-stock-regional-banking-stability-in-the-pacific/69050417,alphavantage,0.01296970620751381,0.8109240531921387,0.17610624432563782,0.163136538118124
2026-04-01,FVCBankcorp Inc Stock: Regional Banking Stability and Growth Potential for North American Investors,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/fvcbankcorp-inc-stock-regional-banking-stability-and-growth-potential-for/69050894,alphavantage,0.007795299869030714,0.2410978376865387,0.751106858253479,0.7433115583844483
2026-04-02,"One on One with Ja Hillebrand, CEO of Stock Yards Bank",Lane Report,https://www.lanereport.com/186894/2026/04/one-on-one-with-ja-hillebrand-ceo-of-stock-yards-bank/,alphavantage,0.024828961119055748,0.9349817037582397,0.04018936678767204,0.015360405668616295
2026-04-02,Zions Bancorporation Stock: Regional Banking Leader Faces Economic Headwinds Amid Analyst Adjustment,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/zions-bancorporation-stock-regional-banking-leader-faces-economic/69052105,alphavantage,0.9657445549964905,0.01989801973104477,0.014357474632561207,-0.9513870803639293
2026-04-02,MetroCity Bankshares Stock: Regional Banking Stability and Growth Potential for North American Investors,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/metrocity-bankshares-stock-regional-banking-stability-and-growth/69052481,alphavantage,0.008436462841928005,0.34587210416793823,0.6456913948059082,0.6372549319639802
2026-04-02,Citigroup Inc Stock: Navigating Transformation and Growth Opportunities in a Dynamic Banking Landsca,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/citigroup-inc-stock-navigating-transformation-and-growth-opportunities-in/69056581,alphavantage,0.009276877157390118,0.4663695693016052,0.524353563785553,0.5150766866281629
2026-04-02,Byline Bancorp Inc Stock: Regional Banking Stability and Growth Potential for North American Investo,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/byline-bancorp-inc-stock-regional-banking-stability-and-growth-potential/69057341,alphavantage,0.008524443954229355,0.28731125593185425,0.7041643261909485,0.6956398822367191
2026-04-02,Barclays plc Stock: A Cornerstone of Global Banking with Steady Presence for North American Investor,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/barclays-plc-stock-a-cornerstone-of-global-banking-with-steady-presence/69057340,alphavantage,0.008938079699873924,0.4292280972003937,0.5618337988853455,0.5528957191854715
2026-04-02,Norwood Financial Corp Stock: Community Banking Stability in Northeast Markets Amid Economic Shifts,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/norwood-financial-corp-stock-community-banking-stability-in-northeast/69059070,alphavantage,0.01912688836455345,0.18951646983623505,0.79135662317276,0.7722297348082066
